Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-03
Balonne Shire,197,2022-05-03
Banana Shire,542,2022-05-03
Barcaldine Regional,41,2022-05-03
Barcoo Shire,3,2022-05-03
Blackall Tambo Regional,25,2022-05-03
Boulia Shire,10,2022-05-03
Brisbane City,117524,2022-05-03
Bulloo Shire,7,2022-05-03
Bundaberg Regional,5657,2022-05-03
Burdekin Shire,1023,2022-05-03
Burke Shire,8,2022-05-03
Cairns Regional,34153,2022-05-03
Carpentaria Shire,139,2022-05-03
Cassowary Coast Regional,3571,2022-05-03
Central Highlands Regional,1484,2022-05-03
Charters Towers Regional,259,2022-05-03
Cherbourg Aboriginal Shire,272,2022-05-03
Cloncurry Shire,122,2022-05-03
Cook Shire,801,2022-05-03
Croydon Shire,7,2022-05-03
Diamantina Shire,14,2022-05-03
Doomadgee Aboriginal Shire,154,2022-05-03
Douglas Shire,2170,2022-05-03
Etheridge Shire,26,2022-05-03
Flinders Shire,76,2022-05-03
Fraser Coast Regional,6920,2022-05-03
Gladstone Regional,2940,2022-05-03
Gold Coast City,68150,2022-05-03
Goondiwindi Regional,472,2022-05-03
Gympie Regional,2728,2022-05-03
Hinchinbrook Shire,401,2022-05-03
Hope Vale Aboriginal Shire,240,2022-05-03
Interstate/Other,14083,2022-05-03
Ipswich City,25115,2022-05-03
Isaac Regional,838,2022-05-03
Kowanyama Aboriginal Shire,139,2022-05-03
Livingstone Shire,2143,2022-05-03
Lockhart River Aboriginal Shire,110,2022-05-03
Lockyer Valley Regional,2313,2022-05-03
Logan City,32533,2022-05-03
Longreach Regional,52,2022-05-03
Mackay Regional,9113,2022-05-03
Mapoon Aboriginal Shire,58,2022-05-03
Maranoa Regional,665,2022-05-03
Mareeba Shire,3240,2022-05-03
McKinlay Shire,8,2022-05-03
Moreton Bay Regional,40983,2022-05-03
Mornington Shire,124,2022-05-03
Mount Isa City,674,2022-05-03
Murweh Shire,133,2022-05-03
Napranum Aboriginal Shire,242,2022-05-03
Noosa Shire,4511,2022-05-03
North Burnett Regional,390,2022-05-03
Northern Peninsula Area Regional,618,2022-05-03
Not Supplied,521346,2022-05-03
Palm Island Aboriginal Shire,647,2022-05-03
Paroo Shire,57,2022-05-03
Pormpuraaw Aboriginal Shire,189,2022-05-03
Quilpie Shire,18,2022-05-03
Redland City,13032,2022-05-03
Richmond Shire,27,2022-05-03
Rockhampton Regional,5197,2022-05-03
Scenic Rim Regional,2020,2022-05-03
Somerset Regional,1355,2022-05-03
South Burnett Regional,1091,2022-05-03
Southern Downs Regional,1717,2022-05-03
Sunshine Coast Regional,30265,2022-05-03
Tablelands Regional,2825,2022-05-03
Toowoomba Regional,8245,2022-05-03
Torres Shire,1132,2022-05-03
Torres Strait Island Regional,872,2022-05-03
Townsville City,18585,2022-05-03
Weipa Town,963,2022-05-03
Western Downs Regional,1134,2022-05-03
Whitsunday Regional,2354,2022-05-03
Winton Shire,20,2022-05-03
Woorabinda Aboriginal Shire,24,2022-05-03
Wujal Wujal Aboriginal Shire,78,2022-05-03
Yarrabah Aboriginal Shire,751,2022-05-03
Total cases,1002257,2022-05-03
