Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-15
Balonne Shire,442,2022-08-15
Banana Shire,797,2022-08-15
Barcaldine Regional,157,2022-08-15
Barcoo Shire,4,2022-08-15
Blackall Tambo Regional,82,2022-08-15
Boulia Shire,13,2022-08-15
Brisbane City,165513,2022-08-15
Bulloo Shire,12,2022-08-15
Bundaberg Regional,10105,2022-08-15
Burdekin Shire,1455,2022-08-15
Burke Shire,27,2022-08-15
Cairns Regional,46676,2022-08-15
Carpentaria Shire,169,2022-08-15
Cassowary Coast Regional,5403,2022-08-15
Central Highlands Regional,2140,2022-08-15
Charters Towers Regional,1173,2022-08-15
Cherbourg Aboriginal Shire,349,2022-08-15
Cloncurry Shire,181,2022-08-15
Cook Shire,1130,2022-08-15
Croydon Shire,21,2022-08-15
Diamantina Shire,31,2022-08-15
Doomadgee Aboriginal Shire,174,2022-08-15
Douglas Shire,2916,2022-08-15
Etheridge Shire,63,2022-08-15
Flinders Shire,179,2022-08-15
Fraser Coast Regional,11972,2022-08-15
Gladstone Regional,4773,2022-08-15
Gold Coast City,91004,2022-08-15
Goondiwindi Regional,766,2022-08-15
Gympie Regional,4082,2022-08-15
Hinchinbrook Shire,610,2022-08-15
Hope Vale Aboriginal Shire,328,2022-08-15
Interstate/Other,20559,2022-08-15
Ipswich City,32767,2022-08-15
Isaac Regional,1074,2022-08-15
Kowanyama Aboriginal Shire,192,2022-08-15
Livingstone Shire,2961,2022-08-15
Lockhart River Aboriginal Shire,147,2022-08-15
Lockyer Valley Regional,3170,2022-08-15
Logan City,42894,2022-08-15
Longreach Regional,150,2022-08-15
Mackay Regional,13139,2022-08-15
Mapoon Aboriginal Shire,81,2022-08-15
Maranoa Regional,1158,2022-08-15
Mareeba Shire,5108,2022-08-15
McKinlay Shire,20,2022-08-15
Moreton Bay Regional,59848,2022-08-15
Mornington Shire,132,2022-08-15
Mount Isa City,1977,2022-08-15
Murweh Shire,340,2022-08-15
Napranum Aboriginal Shire,272,2022-08-15
Noosa Shire,6484,2022-08-15
North Burnett Regional,668,2022-08-15
Northern Peninsula Area Regional,770,2022-08-15
Not Supplied,887234,2022-08-15
Palm Island Aboriginal Shire,761,2022-08-15
Paroo Shire,92,2022-08-15
Pormpuraaw Aboriginal Shire,223,2022-08-15
Quilpie Shire,43,2022-08-15
Redland City,18309,2022-08-15
Richmond Shire,53,2022-08-15
Rockhampton Regional,6909,2022-08-15
Scenic Rim Regional,3106,2022-08-15
Somerset Regional,1945,2022-08-15
South Burnett Regional,1671,2022-08-15
Southern Downs Regional,3097,2022-08-15
Sunshine Coast Regional,42580,2022-08-15
Tablelands Regional,4489,2022-08-15
Toowoomba Regional,18108,2022-08-15
Torres Shire,1325,2022-08-15
Torres Strait Island Regional,1009,2022-08-15
Townsville City,28657,2022-08-15
Weipa Town,1459,2022-08-15
Western Downs Regional,1681,2022-08-15
Whitsunday Regional,3185,2022-08-15
Winton Shire,45,2022-08-15
Woorabinda Aboriginal Shire,330,2022-08-15
Wujal Wujal Aboriginal Shire,107,2022-08-15
Yarrabah Aboriginal Shire,988,2022-08-15
Total cases,1574198,2022-08-15
