Local Government Area,Total cases,Date
Aurukun Shire,94,2022-05-23
Balonne Shire,237,2022-05-23
Banana Shire,572,2022-05-23
Barcaldine Regional,58,2022-05-23
Barcoo Shire,3,2022-05-23
Blackall Tambo Regional,34,2022-05-23
Boulia Shire,11,2022-05-23
Brisbane City,124598,2022-05-23
Bulloo Shire,8,2022-05-23
Bundaberg Regional,6068,2022-05-23
Burdekin Shire,1053,2022-05-23
Burke Shire,7,2022-05-23
Cairns Regional,37799,2022-05-23
Carpentaria Shire,148,2022-05-23
Cassowary Coast Regional,4056,2022-05-23
Central Highlands Regional,1592,2022-05-23
Charters Towers Regional,264,2022-05-23
Cherbourg Aboriginal Shire,292,2022-05-23
Cloncurry Shire,126,2022-05-23
Cook Shire,860,2022-05-23
Croydon Shire,11,2022-05-23
Diamantina Shire,18,2022-05-23
Doomadgee Aboriginal Shire,154,2022-05-23
Douglas Shire,2372,2022-05-23
Etheridge Shire,43,2022-05-23
Flinders Shire,95,2022-05-23
Fraser Coast Regional,8010,2022-05-23
Gladstone Regional,3067,2022-05-23
Gold Coast City,71123,2022-05-23
Goondiwindi Regional,493,2022-05-23
Gympie Regional,2956,2022-05-23
Hinchinbrook Shire,418,2022-05-23
Hope Vale Aboriginal Shire,250,2022-05-23
Interstate/Other,14600,2022-05-23
Ipswich City,26476,2022-05-23
Isaac Regional,864,2022-05-23
Kowanyama Aboriginal Shire,147,2022-05-23
Livingstone Shire,2260,2022-05-23
Lockhart River Aboriginal Shire,111,2022-05-23
Lockyer Valley Regional,2462,2022-05-23
Logan City,34219,2022-05-23
Longreach Regional,68,2022-05-23
Mackay Regional,9804,2022-05-23
Mapoon Aboriginal Shire,62,2022-05-23
Maranoa Regional,730,2022-05-23
Mareeba Shire,3749,2022-05-23
McKinlay Shire,8,2022-05-23
Moreton Bay Regional,43782,2022-05-23
Mornington Shire,126,2022-05-23
Mount Isa City,691,2022-05-23
Murweh Shire,160,2022-05-23
Napranum Aboriginal Shire,247,2022-05-23
Noosa Shire,4768,2022-05-23
North Burnett Regional,412,2022-05-23
Northern Peninsula Area Regional,636,2022-05-23
Not Supplied,623276,2022-05-23
Palm Island Aboriginal Shire,654,2022-05-23
Paroo Shire,63,2022-05-23
Pormpuraaw Aboriginal Shire,189,2022-05-23
Quilpie Shire,23,2022-05-23
Redland City,13879,2022-05-23
Richmond Shire,29,2022-05-23
Rockhampton Regional,5527,2022-05-23
Scenic Rim Regional,2175,2022-05-23
Somerset Regional,1464,2022-05-23
South Burnett Regional,1133,2022-05-23
Southern Downs Regional,1902,2022-05-23
Sunshine Coast Regional,32139,2022-05-23
Tablelands Regional,3205,2022-05-23
Toowoomba Regional,8994,2022-05-23
Torres Shire,1182,2022-05-23
Torres Strait Island Regional,906,2022-05-23
Townsville City,20505,2022-05-23
Weipa Town,1142,2022-05-23
Western Downs Regional,1171,2022-05-23
Whitsunday Regional,2408,2022-05-23
Winton Shire,22,2022-05-23
Woorabinda Aboriginal Shire,26,2022-05-23
Wujal Wujal Aboriginal Shire,87,2022-05-23
Yarrabah Aboriginal Shire,769,2022-05-23
Total cases,1136142,2022-05-23
