Local Government Area,Total cases,Date
Aurukun Shire,87,2022-02-28
Balonne Shire,102,2022-02-28
Banana Shire,372,2022-02-28
Barcaldine Regional,18,2022-02-28
Barcoo Shire,2,2022-02-28
Blackall Tambo Regional,20,2022-02-28
Boulia Shire,5,2022-02-28
Brisbane City,87264,2022-02-28
Bulloo Shire,5,2022-02-28
Bundaberg Regional,3141,2022-02-28
Burdekin Shire,851,2022-02-28
Burke Shire,4,2022-02-28
Cairns Regional,18547,2022-02-28
Carpentaria Shire,121,2022-02-28
Cassowary Coast Regional,1835,2022-02-28
Central Highlands Regional,1039,2022-02-28
Charters Towers Regional,201,2022-02-28
Cherbourg Aboriginal Shire,205,2022-02-28
Cloncurry Shire,84,2022-02-28
Cook Shire,422,2022-02-28
Croydon Shire,2,2022-02-28
Diamantina Shire,2,2022-02-28
Doomadgee Aboriginal Shire,131,2022-02-28
Douglas Shire,1312,2022-02-28
Etheridge Shire,9,2022-02-28
Flinders Shire,69,2022-02-28
Fraser Coast Regional,3382,2022-02-28
Gladstone Regional,1605,2022-02-28
Gold Coast City,54946,2022-02-28
Goondiwindi Regional,401,2022-02-28
Gympie Regional,1771,2022-02-28
Hinchinbrook Shire,297,2022-02-28
Hope Vale Aboriginal Shire,60,2022-02-28
Interstate/Other,12365,2022-02-28
Ipswich City,18126,2022-02-28
Isaac Regional,659,2022-02-28
Kowanyama Aboriginal Shire,135,2022-02-28
Livingstone Shire,1495,2022-02-28
Lockhart River Aboriginal Shire,100,2022-02-28
Lockyer Valley Regional,1686,2022-02-28
Logan City,26397,2022-02-28
Longreach Regional,34,2022-02-28
Mackay Regional,6310,2022-02-28
Mapoon Aboriginal Shire,44,2022-02-28
Maranoa Regional,444,2022-02-28
Mareeba Shire,1818,2022-02-28
McKinlay Shire,7,2022-02-28
Moreton Bay Regional,28306,2022-02-28
Mornington Shire,100,2022-02-28
Mount Isa City,610,2022-02-28
Murweh Shire,89,2022-02-28
Napranum Aboriginal Shire,184,2022-02-28
Noosa Shire,3523,2022-02-28
North Burnett Regional,231,2022-02-28
Northern Peninsula Area Regional,507,2022-02-28
Not Supplied,218643,2022-02-28
Palm Island Aboriginal Shire,564,2022-02-28
Paroo Shire,36,2022-02-28
Pormpuraaw Aboriginal Shire,173,2022-02-28
Quilpie Shire,13,2022-02-28
Redland City,9485,2022-02-28
Richmond Shire,14,2022-02-28
Rockhampton Regional,3265,2022-02-28
Scenic Rim Regional,1466,2022-02-28
Somerset Regional,1042,2022-02-28
South Burnett Regional,858,2022-02-28
Southern Downs Regional,1256,2022-02-28
Sunshine Coast Regional,21892,2022-02-28
Tablelands Regional,1080,2022-02-28
Toowoomba Regional,5153,2022-02-28
Torres Shire,658,2022-02-28
Torres Strait Island Regional,466,2022-02-28
Townsville City,11716,2022-02-28
Weipa Town,502,2022-02-28
Western Downs Regional,886,2022-02-28
Whitsunday Regional,2098,2022-02-28
Winton Shire,14,2022-02-28
Woorabinda Aboriginal Shire,15,2022-02-28
Wujal Wujal Aboriginal Shire,46,2022-02-28
Yarrabah Aboriginal Shire,675,2022-02-28
Total cases,563498,2022-02-28
