Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-07
Balonne Shire,436,2022-08-07
Banana Shire,783,2022-08-07
Barcaldine Regional,152,2022-08-07
Barcoo Shire,4,2022-08-07
Blackall Tambo Regional,81,2022-08-07
Boulia Shire,13,2022-08-07
Brisbane City,163925,2022-08-07
Bulloo Shire,12,2022-08-07
Bundaberg Regional,9958,2022-08-07
Burdekin Shire,1442,2022-08-07
Burke Shire,27,2022-08-07
Cairns Regional,45768,2022-08-07
Carpentaria Shire,169,2022-08-07
Cassowary Coast Regional,5241,2022-08-07
Central Highlands Regional,2119,2022-08-07
Charters Towers Regional,1152,2022-08-07
Cherbourg Aboriginal Shire,348,2022-08-07
Cloncurry Shire,177,2022-08-07
Cook Shire,1110,2022-08-07
Croydon Shire,19,2022-08-07
Diamantina Shire,31,2022-08-07
Doomadgee Aboriginal Shire,172,2022-08-07
Douglas Shire,2843,2022-08-07
Etheridge Shire,62,2022-08-07
Flinders Shire,179,2022-08-07
Fraser Coast Regional,11839,2022-08-07
Gladstone Regional,4749,2022-08-07
Gold Coast City,90189,2022-08-07
Goondiwindi Regional,754,2022-08-07
Gympie Regional,4044,2022-08-07
Hinchinbrook Shire,593,2022-08-07
Hope Vale Aboriginal Shire,323,2022-08-07
Interstate/Other,20840,2022-08-07
Ipswich City,32394,2022-08-07
Isaac Regional,1072,2022-08-07
Kowanyama Aboriginal Shire,193,2022-08-07
Livingstone Shire,2941,2022-08-07
Lockhart River Aboriginal Shire,138,2022-08-07
Lockyer Valley Regional,3110,2022-08-07
Logan City,42504,2022-08-07
Longreach Regional,144,2022-08-07
Mackay Regional,13016,2022-08-07
Mapoon Aboriginal Shire,80,2022-08-07
Maranoa Regional,1148,2022-08-07
Mareeba Shire,4985,2022-08-07
McKinlay Shire,20,2022-08-07
Moreton Bay Regional,59129,2022-08-07
Mornington Shire,132,2022-08-07
Mount Isa City,1931,2022-08-07
Murweh Shire,333,2022-08-07
Napranum Aboriginal Shire,271,2022-08-07
Noosa Shire,6405,2022-08-07
North Burnett Regional,643,2022-08-07
Northern Peninsula Area Regional,767,2022-08-07
Not Supplied,869686,2022-08-07
Palm Island Aboriginal Shire,754,2022-08-07
Paroo Shire,91,2022-08-07
Pormpuraaw Aboriginal Shire,216,2022-08-07
Quilpie Shire,43,2022-08-07
Redland City,18131,2022-08-07
Richmond Shire,53,2022-08-07
Rockhampton Regional,6867,2022-08-07
Scenic Rim Regional,3065,2022-08-07
Somerset Regional,1919,2022-08-07
South Burnett Regional,1639,2022-08-07
Southern Downs Regional,3040,2022-08-07
Sunshine Coast Regional,42144,2022-08-07
Tablelands Regional,4384,2022-08-07
Toowoomba Regional,17825,2022-08-07
Torres Shire,1313,2022-08-07
Torres Strait Island Regional,981,2022-08-07
Townsville City,28530,2022-08-07
Weipa Town,1433,2022-08-07
Western Downs Regional,1645,2022-08-07
Whitsunday Regional,3164,2022-08-07
Winton Shire,44,2022-08-07
Woorabinda Aboriginal Shire,331,2022-08-07
Wujal Wujal Aboriginal Shire,106,2022-08-07
Yarrabah Aboriginal Shire,941,2022-08-07
Total cases,1549389,2022-08-07
