Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-19
Balonne Shire,278,2022-06-19
Banana Shire,588,2022-06-19
Barcaldine Regional,68,2022-06-19
Barcoo Shire,3,2022-06-19
Blackall Tambo Regional,46,2022-06-19
Boulia Shire,11,2022-06-19
Brisbane City,130368,2022-06-19
Bulloo Shire,8,2022-06-19
Bundaberg Regional,6673,2022-06-19
Burdekin Shire,1152,2022-06-19
Burke Shire,7,2022-06-19
Cairns Regional,39801,2022-06-19
Carpentaria Shire,153,2022-06-19
Cassowary Coast Regional,4334,2022-06-19
Central Highlands Regional,1688,2022-06-19
Charters Towers Regional,266,2022-06-19
Cherbourg Aboriginal Shire,303,2022-06-19
Cloncurry Shire,128,2022-06-19
Cook Shire,900,2022-06-19
Croydon Shire,13,2022-06-19
Diamantina Shire,20,2022-06-19
Doomadgee Aboriginal Shire,156,2022-06-19
Douglas Shire,2522,2022-06-19
Etheridge Shire,51,2022-06-19
Flinders Shire,100,2022-06-19
Fraser Coast Regional,9450,2022-06-19
Gladstone Regional,3191,2022-06-19
Gold Coast City,73299,2022-06-19
Goondiwindi Regional,533,2022-06-19
Gympie Regional,3160,2022-06-19
Hinchinbrook Shire,432,2022-06-19
Hope Vale Aboriginal Shire,256,2022-06-19
Interstate/Other,15290,2022-06-19
Ipswich City,27697,2022-06-19
Isaac Regional,881,2022-06-19
Kowanyama Aboriginal Shire,158,2022-06-19
Livingstone Shire,2352,2022-06-19
Lockhart River Aboriginal Shire,125,2022-06-19
Lockyer Valley Regional,2603,2022-06-19
Logan City,35511,2022-06-19
Longreach Regional,79,2022-06-19
Mackay Regional,10451,2022-06-19
Mapoon Aboriginal Shire,62,2022-06-19
Maranoa Regional,790,2022-06-19
Mareeba Shire,4130,2022-06-19
McKinlay Shire,9,2022-06-19
Moreton Bay Regional,46134,2022-06-19
Mornington Shire,127,2022-06-19
Mount Isa City,702,2022-06-19
Murweh Shire,178,2022-06-19
Napranum Aboriginal Shire,250,2022-06-19
Noosa Shire,4986,2022-06-19
North Burnett Regional,440,2022-06-19
Northern Peninsula Area Regional,649,2022-06-19
Not Supplied,705035,2022-06-19
Palm Island Aboriginal Shire,663,2022-06-19
Paroo Shire,67,2022-06-19
Pormpuraaw Aboriginal Shire,193,2022-06-19
Quilpie Shire,24,2022-06-19
Redland City,14630,2022-06-19
Richmond Shire,33,2022-06-19
Rockhampton Regional,5751,2022-06-19
Scenic Rim Regional,2322,2022-06-19
Somerset Regional,1543,2022-06-19
South Burnett Regional,1192,2022-06-19
Southern Downs Regional,2057,2022-06-19
Sunshine Coast Regional,33726,2022-06-19
Tablelands Regional,3512,2022-06-19
Toowoomba Regional,9928,2022-06-19
Torres Shire,1185,2022-06-19
Torres Strait Island Regional,910,2022-06-19
Townsville City,22603,2022-06-19
Weipa Town,1196,2022-06-19
Western Downs Regional,1237,2022-06-19
Whitsunday Regional,2458,2022-06-19
Winton Shire,23,2022-06-19
Woorabinda Aboriginal Shire,203,2022-06-19
Wujal Wujal Aboriginal Shire,91,2022-06-19
Yarrabah Aboriginal Shire,805,2022-06-19
Total cases,1245043,2022-06-19
