Local Government Area,Total cases,Date
Aurukun Shire,114,2022-07-20
Balonne Shire,387,2022-07-20
Banana Shire,744,2022-07-20
Barcaldine Regional,129,2022-07-20
Barcoo Shire,3,2022-07-20
Blackall Tambo Regional,71,2022-07-20
Boulia Shire,12,2022-07-20
Brisbane City,151359,2022-07-20
Bulloo Shire,9,2022-07-20
Bundaberg Regional,9383,2022-07-20
Burdekin Shire,1401,2022-07-20
Burke Shire,19,2022-07-20
Cairns Regional,42877,2022-07-20
Carpentaria Shire,162,2022-07-20
Cassowary Coast Regional,4787,2022-07-20
Central Highlands Regional,2028,2022-07-20
Charters Towers Regional,1095,2022-07-20
Cherbourg Aboriginal Shire,332,2022-07-20
Cloncurry Shire,163,2022-07-20
Cook Shire,977,2022-07-20
Croydon Shire,16,2022-07-20
Diamantina Shire,26,2022-07-20
Doomadgee Aboriginal Shire,161,2022-07-20
Douglas Shire,2695,2022-07-20
Etheridge Shire,57,2022-07-20
Flinders Shire,173,2022-07-20
Fraser Coast Regional,11147,2022-07-20
Gladstone Regional,4624,2022-07-20
Gold Coast City,84330,2022-07-20
Goondiwindi Regional,694,2022-07-20
Gympie Regional,3812,2022-07-20
Hinchinbrook Shire,569,2022-07-20
Hope Vale Aboriginal Shire,303,2022-07-20
Interstate/Other,20273,2022-07-20
Ipswich City,29372,2022-07-20
Isaac Regional,1035,2022-07-20
Kowanyama Aboriginal Shire,179,2022-07-20
Livingstone Shire,2863,2022-07-20
Lockhart River Aboriginal Shire,131,2022-07-20
Lockyer Valley Regional,2854,2022-07-20
Logan City,40046,2022-07-20
Longreach Regional,123,2022-07-20
Mackay Regional,12449,2022-07-20
Mapoon Aboriginal Shire,78,2022-07-20
Maranoa Regional,1068,2022-07-20
Mareeba Shire,4510,2022-07-20
McKinlay Shire,21,2022-07-20
Moreton Bay Regional,54079,2022-07-20
Mornington Shire,131,2022-07-20
Mount Isa City,1829,2022-07-20
Murweh Shire,293,2022-07-20
Napranum Aboriginal Shire,261,2022-07-20
Noosa Shire,6013,2022-07-20
North Burnett Regional,609,2022-07-20
Northern Peninsula Area Regional,687,2022-07-20
Not Supplied,771985,2022-07-20
Palm Island Aboriginal Shire,696,2022-07-20
Paroo Shire,89,2022-07-20
Pormpuraaw Aboriginal Shire,201,2022-07-20
Quilpie Shire,42,2022-07-20
Redland City,16546,2022-07-20
Richmond Shire,49,2022-07-20
Rockhampton Regional,6642,2022-07-20
Scenic Rim Regional,2826,2022-07-20
Somerset Regional,1760,2022-07-20
South Burnett Regional,1499,2022-07-20
Southern Downs Regional,2858,2022-07-20
Sunshine Coast Regional,38601,2022-07-20
Tablelands Regional,3981,2022-07-20
Toowoomba Regional,16347,2022-07-20
Torres Shire,1245,2022-07-20
Torres Strait Island Regional,949,2022-07-20
Townsville City,27606,2022-07-20
Weipa Town,1332,2022-07-20
Western Downs Regional,1506,2022-07-20
Whitsunday Regional,3097,2022-07-20
Winton Shire,37,2022-07-20
Woorabinda Aboriginal Shire,308,2022-07-20
Wujal Wujal Aboriginal Shire,99,2022-07-20
Yarrabah Aboriginal Shire,858,2022-07-20
Total cases,1404722,2022-07-20
