Local Government Area,Total cases,Date
Aurukun Shire,89,2022-03-14
Balonne Shire,135,2022-03-14
Banana Shire,421,2022-03-14
Barcaldine Regional,21,2022-03-14
Barcoo Shire,2,2022-03-14
Blackall Tambo Regional,20,2022-03-14
Boulia Shire,9,2022-03-14
Brisbane City,90631,2022-03-14
Bulloo Shire,5,2022-03-14
Bundaberg Regional,3632,2022-03-14
Burdekin Shire,905,2022-03-14
Burke Shire,4,2022-03-14
Cairns Regional,20070,2022-03-14
Carpentaria Shire,122,2022-03-14
Cassowary Coast Regional,2074,2022-03-14
Central Highlands Regional,1113,2022-03-14
Charters Towers Regional,224,2022-03-14
Cherbourg Aboriginal Shire,207,2022-03-14
Cloncurry Shire,95,2022-03-14
Cook Shire,518,2022-03-14
Croydon Shire,4,2022-03-14
Diamantina Shire,2,2022-03-14
Doomadgee Aboriginal Shire,142,2022-03-14
Douglas Shire,1384,2022-03-14
Etheridge Shire,9,2022-03-14
Flinders Shire,71,2022-03-14
Fraser Coast Regional,3787,2022-03-14
Gladstone Regional,1962,2022-03-14
Gold Coast City,56992,2022-03-14
Goondiwindi Regional,414,2022-03-14
Gympie Regional,1854,2022-03-14
Hinchinbrook Shire,314,2022-03-14
Hope Vale Aboriginal Shire,126,2022-03-14
Interstate/Other,12554,2022-03-14
Ipswich City,18746,2022-03-14
Isaac Regional,701,2022-03-14
Kowanyama Aboriginal Shire,136,2022-03-14
Livingstone Shire,1626,2022-03-14
Lockhart River Aboriginal Shire,102,2022-03-14
Lockyer Valley Regional,1715,2022-03-14
Logan City,27287,2022-03-14
Longreach Regional,35,2022-03-14
Mackay Regional,6869,2022-03-14
Mapoon Aboriginal Shire,51,2022-03-14
Maranoa Regional,478,2022-03-14
Mareeba Shire,2040,2022-03-14
McKinlay Shire,7,2022-03-14
Moreton Bay Regional,29968,2022-03-14
Mornington Shire,118,2022-03-14
Mount Isa City,633,2022-03-14
Murweh Shire,90,2022-03-14
Napranum Aboriginal Shire,221,2022-03-14
Noosa Shire,3623,2022-03-14
North Burnett Regional,251,2022-03-14
Northern Peninsula Area Regional,551,2022-03-14
Not Supplied,260898,2022-03-14
Palm Island Aboriginal Shire,594,2022-03-14
Paroo Shire,37,2022-03-14
Pormpuraaw Aboriginal Shire,179,2022-03-14
Quilpie Shire,13,2022-03-14
Redland City,10066,2022-03-14
Richmond Shire,15,2022-03-14
Rockhampton Regional,3804,2022-03-14
Scenic Rim Regional,1513,2022-03-14
Somerset Regional,1055,2022-03-14
South Burnett Regional,895,2022-03-14
Southern Downs Regional,1357,2022-03-14
Sunshine Coast Regional,22865,2022-03-14
Tablelands Regional,1260,2022-03-14
Toowoomba Regional,5498,2022-03-14
Torres Shire,801,2022-03-14
Torres Strait Island Regional,542,2022-03-14
Townsville City,13538,2022-03-14
Weipa Town,619,2022-03-14
Western Downs Regional,954,2022-03-14
Whitsunday Regional,2171,2022-03-14
Winton Shire,15,2022-03-14
Woorabinda Aboriginal Shire,15,2022-03-14
Wujal Wujal Aboriginal Shire,54,2022-03-14
Yarrabah Aboriginal Shire,690,2022-03-14
Total cases,624608,2022-03-14
