Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-05
Balonne Shire,264,2022-06-05
Banana Shire,581,2022-06-05
Barcaldine Regional,59,2022-06-05
Barcoo Shire,3,2022-06-05
Blackall Tambo Regional,43,2022-06-05
Boulia Shire,11,2022-06-05
Brisbane City,127962,2022-06-05
Bulloo Shire,8,2022-06-05
Bundaberg Regional,6322,2022-06-05
Burdekin Shire,1103,2022-06-05
Burke Shire,7,2022-06-05
Cairns Regional,39001,2022-06-05
Carpentaria Shire,150,2022-06-05
Cassowary Coast Regional,4218,2022-06-05
Central Highlands Regional,1643,2022-06-05
Charters Towers Regional,264,2022-06-05
Cherbourg Aboriginal Shire,296,2022-06-05
Cloncurry Shire,127,2022-06-05
Cook Shire,886,2022-06-05
Croydon Shire,11,2022-06-05
Diamantina Shire,20,2022-06-05
Doomadgee Aboriginal Shire,155,2022-06-05
Douglas Shire,2472,2022-06-05
Etheridge Shire,49,2022-06-05
Flinders Shire,96,2022-06-05
Fraser Coast Regional,8684,2022-06-05
Gladstone Regional,3124,2022-06-05
Gold Coast City,72314,2022-06-05
Goondiwindi Regional,521,2022-06-05
Gympie Regional,3072,2022-06-05
Hinchinbrook Shire,422,2022-06-05
Hope Vale Aboriginal Shire,254,2022-06-05
Interstate/Other,14943,2022-06-05
Ipswich City,27145,2022-06-05
Isaac Regional,875,2022-06-05
Kowanyama Aboriginal Shire,155,2022-06-05
Livingstone Shire,2311,2022-06-05
Lockhart River Aboriginal Shire,116,2022-06-05
Lockyer Valley Regional,2526,2022-06-05
Logan City,35026,2022-06-05
Longreach Regional,73,2022-06-05
Mackay Regional,10273,2022-06-05
Mapoon Aboriginal Shire,62,2022-06-05
Maranoa Regional,766,2022-06-05
Mareeba Shire,3947,2022-06-05
McKinlay Shire,8,2022-06-05
Moreton Bay Regional,45064,2022-06-05
Mornington Shire,126,2022-06-05
Mount Isa City,696,2022-06-05
Murweh Shire,172,2022-06-05
Napranum Aboriginal Shire,249,2022-06-05
Noosa Shire,4892,2022-06-05
North Burnett Regional,428,2022-06-05
Northern Peninsula Area Regional,643,2022-06-05
Not Supplied,666468,2022-06-05
Palm Island Aboriginal Shire,659,2022-06-05
Paroo Shire,64,2022-06-05
Pormpuraaw Aboriginal Shire,193,2022-06-05
Quilpie Shire,23,2022-06-05
Redland City,14361,2022-06-05
Richmond Shire,33,2022-06-05
Rockhampton Regional,5654,2022-06-05
Scenic Rim Regional,2265,2022-06-05
Somerset Regional,1507,2022-06-05
South Burnett Regional,1166,2022-06-05
Southern Downs Regional,1988,2022-06-05
Sunshine Coast Regional,33017,2022-06-05
Tablelands Regional,3387,2022-06-05
Toowoomba Regional,9448,2022-06-05
Torres Shire,1185,2022-06-05
Torres Strait Island Regional,910,2022-06-05
Townsville City,21740,2022-06-05
Weipa Town,1177,2022-06-05
Western Downs Regional,1204,2022-06-05
Whitsunday Regional,2433,2022-06-05
Winton Shire,22,2022-06-05
Woorabinda Aboriginal Shire,29,2022-06-05
Wujal Wujal Aboriginal Shire,89,2022-06-05
Yarrabah Aboriginal Shire,776,2022-06-05
Total cases,1194530,2022-06-05
