Local Government Area,Total cases,Date
Aurukun Shire,97,2022-06-25
Balonne Shire,283,2022-06-25
Banana Shire,594,2022-06-25
Barcaldine Regional,72,2022-06-25
Barcoo Shire,3,2022-06-25
Blackall Tambo Regional,46,2022-06-25
Boulia Shire,11,2022-06-25
Brisbane City,131572,2022-06-25
Bulloo Shire,8,2022-06-25
Bundaberg Regional,6771,2022-06-25
Burdekin Shire,1172,2022-06-25
Burke Shire,7,2022-06-25
Cairns Regional,40183,2022-06-25
Carpentaria Shire,155,2022-06-25
Cassowary Coast Regional,4392,2022-06-25
Central Highlands Regional,1714,2022-06-25
Charters Towers Regional,269,2022-06-25
Cherbourg Aboriginal Shire,304,2022-06-25
Cloncurry Shire,128,2022-06-25
Cook Shire,906,2022-06-25
Croydon Shire,15,2022-06-25
Diamantina Shire,20,2022-06-25
Doomadgee Aboriginal Shire,156,2022-06-25
Douglas Shire,2539,2022-06-25
Etheridge Shire,51,2022-06-25
Flinders Shire,124,2022-06-25
Fraser Coast Regional,9687,2022-06-25
Gladstone Regional,3215,2022-06-25
Gold Coast City,73760,2022-06-25
Goondiwindi Regional,547,2022-06-25
Gympie Regional,3203,2022-06-25
Hinchinbrook Shire,435,2022-06-25
Hope Vale Aboriginal Shire,260,2022-06-25
Interstate/Other,15449,2022-06-25
Ipswich City,27916,2022-06-25
Isaac Regional,887,2022-06-25
Kowanyama Aboriginal Shire,158,2022-06-25
Livingstone Shire,2362,2022-06-25
Lockhart River Aboriginal Shire,126,2022-06-25
Lockyer Valley Regional,2628,2022-06-25
Logan City,35768,2022-06-25
Longreach Regional,80,2022-06-25
Mackay Regional,10535,2022-06-25
Mapoon Aboriginal Shire,62,2022-06-25
Maranoa Regional,824,2022-06-25
Mareeba Shire,4190,2022-06-25
McKinlay Shire,9,2022-06-25
Moreton Bay Regional,46615,2022-06-25
Mornington Shire,127,2022-06-25
Mount Isa City,704,2022-06-25
Murweh Shire,182,2022-06-25
Napranum Aboriginal Shire,252,2022-06-25
Noosa Shire,5036,2022-06-25
North Burnett Regional,447,2022-06-25
Northern Peninsula Area Regional,651,2022-06-25
Not Supplied,724332,2022-06-25
Palm Island Aboriginal Shire,664,2022-06-25
Paroo Shire,67,2022-06-25
Pormpuraaw Aboriginal Shire,193,2022-06-25
Quilpie Shire,25,2022-06-25
Redland City,14790,2022-06-25
Richmond Shire,33,2022-06-25
Rockhampton Regional,5793,2022-06-25
Scenic Rim Regional,2357,2022-06-25
Somerset Regional,1574,2022-06-25
South Burnett Regional,1229,2022-06-25
Southern Downs Regional,2143,2022-06-25
Sunshine Coast Regional,33964,2022-06-25
Tablelands Regional,3571,2022-06-25
Toowoomba Regional,10361,2022-06-25
Torres Shire,1185,2022-06-25
Torres Strait Island Regional,912,2022-06-25
Townsville City,23050,2022-06-25
Weipa Town,1197,2022-06-25
Western Downs Regional,1259,2022-06-25
Whitsunday Regional,2477,2022-06-25
Winton Shire,23,2022-06-25
Woorabinda Aboriginal Shire,287,2022-06-25
Wujal Wujal Aboriginal Shire,92,2022-06-25
Yarrabah Aboriginal Shire,811,2022-06-25
Total cases,1270096,2022-06-25
