Local Government Area,Total cases,Date
Aurukun Shire,136,2022-08-27
Balonne Shire,450,2022-08-27
Banana Shire,804,2022-08-27
Barcaldine Regional,161,2022-08-27
Barcoo Shire,4,2022-08-27
Blackall Tambo Regional,83,2022-08-27
Boulia Shire,13,2022-08-27
Brisbane City,167244,2022-08-27
Bulloo Shire,12,2022-08-27
Bundaberg Regional,10264,2022-08-27
Burdekin Shire,1462,2022-08-27
Burke Shire,27,2022-08-27
Cairns Regional,48316,2022-08-27
Carpentaria Shire,169,2022-08-27
Cassowary Coast Regional,5619,2022-08-27
Central Highlands Regional,2162,2022-08-27
Charters Towers Regional,1181,2022-08-27
Cherbourg Aboriginal Shire,352,2022-08-27
Cloncurry Shire,183,2022-08-27
Cook Shire,1142,2022-08-27
Croydon Shire,23,2022-08-27
Diamantina Shire,32,2022-08-27
Doomadgee Aboriginal Shire,174,2022-08-27
Douglas Shire,2990,2022-08-27
Etheridge Shire,65,2022-08-27
Flinders Shire,179,2022-08-27
Fraser Coast Regional,12155,2022-08-27
Gladstone Regional,4799,2022-08-27
Gold Coast City,91868,2022-08-27
Goondiwindi Regional,787,2022-08-27
Gympie Regional,4119,2022-08-27
Hinchinbrook Shire,612,2022-08-27
Hope Vale Aboriginal Shire,337,2022-08-27
Interstate/Other,20850,2022-08-27
Ipswich City,33087,2022-08-27
Isaac Regional,1085,2022-08-27
Kowanyama Aboriginal Shire,193,2022-08-27
Livingstone Shire,2978,2022-08-27
Lockhart River Aboriginal Shire,153,2022-08-27
Lockyer Valley Regional,3245,2022-08-27
Logan City,43262,2022-08-27
Longreach Regional,152,2022-08-27
Mackay Regional,13244,2022-08-27
Mapoon Aboriginal Shire,81,2022-08-27
Maranoa Regional,1182,2022-08-27
Mareeba Shire,5358,2022-08-27
McKinlay Shire,21,2022-08-27
Moreton Bay Regional,60678,2022-08-27
Mornington Shire,132,2022-08-27
Mount Isa City,2031,2022-08-27
Murweh Shire,347,2022-08-27
Napranum Aboriginal Shire,274,2022-08-27
Noosa Shire,6542,2022-08-27
North Burnett Regional,696,2022-08-27
Northern Peninsula Area Regional,772,2022-08-27
Not Supplied,901564,2022-08-27
Palm Island Aboriginal Shire,762,2022-08-27
Paroo Shire,92,2022-08-27
Pormpuraaw Aboriginal Shire,227,2022-08-27
Quilpie Shire,45,2022-08-27
Redland City,18463,2022-08-27
Richmond Shire,52,2022-08-27
Rockhampton Regional,6941,2022-08-27
Scenic Rim Regional,3144,2022-08-27
Somerset Regional,1967,2022-08-27
South Burnett Regional,1710,2022-08-27
Southern Downs Regional,3161,2022-08-27
Sunshine Coast Regional,42930,2022-08-27
Tablelands Regional,4679,2022-08-27
Toowoomba Regional,18331,2022-08-27
Torres Shire,1353,2022-08-27
Torres Strait Island Regional,1035,2022-08-27
Townsville City,28782,2022-08-27
Weipa Town,1489,2022-08-27
Western Downs Regional,1715,2022-08-27
Whitsunday Regional,3199,2022-08-27
Winton Shire,46,2022-08-27
Woorabinda Aboriginal Shire,330,2022-08-27
Wujal Wujal Aboriginal Shire,108,2022-08-27
Yarrabah Aboriginal Shire,1058,2022-08-27
Total cases,1597470,2022-08-27
