Local Government Area,Total cases,Date
Aurukun Shire,130,2022-08-04
Balonne Shire,428,2022-08-04
Banana Shire,776,2022-08-04
Barcaldine Regional,149,2022-08-04
Barcoo Shire,3,2022-08-04
Blackall Tambo Regional,81,2022-08-04
Boulia Shire,13,2022-08-04
Brisbane City,162341,2022-08-04
Bulloo Shire,12,2022-08-04
Bundaberg Regional,9866,2022-08-04
Burdekin Shire,1434,2022-08-04
Burke Shire,27,2022-08-04
Cairns Regional,45275,2022-08-04
Carpentaria Shire,164,2022-08-04
Cassowary Coast Regional,5160,2022-08-04
Central Highlands Regional,2108,2022-08-04
Charters Towers Regional,1142,2022-08-04
Cherbourg Aboriginal Shire,348,2022-08-04
Cloncurry Shire,173,2022-08-04
Cook Shire,1075,2022-08-04
Croydon Shire,18,2022-08-04
Diamantina Shire,30,2022-08-04
Doomadgee Aboriginal Shire,170,2022-08-04
Douglas Shire,2811,2022-08-04
Etheridge Shire,62,2022-08-04
Flinders Shire,178,2022-08-04
Fraser Coast Regional,11738,2022-08-04
Gladstone Regional,4724,2022-08-04
Gold Coast City,89414,2022-08-04
Goondiwindi Regional,744,2022-08-04
Gympie Regional,4005,2022-08-04
Hinchinbrook Shire,589,2022-08-04
Hope Vale Aboriginal Shire,321,2022-08-04
Interstate/Other,22489,2022-08-04
Ipswich City,32128,2022-08-04
Isaac Regional,1069,2022-08-04
Kowanyama Aboriginal Shire,189,2022-08-04
Livingstone Shire,2936,2022-08-04
Lockhart River Aboriginal Shire,136,2022-08-04
Lockyer Valley Regional,3077,2022-08-04
Logan City,42185,2022-08-04
Longreach Regional,142,2022-08-04
Mackay Regional,12928,2022-08-04
Mapoon Aboriginal Shire,80,2022-08-04
Maranoa Regional,1133,2022-08-04
Mareeba Shire,4906,2022-08-04
McKinlay Shire,20,2022-08-04
Moreton Bay Regional,58433,2022-08-04
Mornington Shire,132,2022-08-04
Mount Isa City,1907,2022-08-04
Murweh Shire,327,2022-08-04
Napranum Aboriginal Shire,271,2022-08-04
Noosa Shire,6349,2022-08-04
North Burnett Regional,635,2022-08-04
Northern Peninsula Area Regional,765,2022-08-04
Not Supplied,859690,2022-08-04
Palm Island Aboriginal Shire,753,2022-08-04
Paroo Shire,91,2022-08-04
Pormpuraaw Aboriginal Shire,214,2022-08-04
Quilpie Shire,43,2022-08-04
Redland City,17899,2022-08-04
Richmond Shire,52,2022-08-04
Rockhampton Regional,6823,2022-08-04
Scenic Rim Regional,3036,2022-08-04
Somerset Regional,1900,2022-08-04
South Burnett Regional,1617,2022-08-04
Southern Downs Regional,3000,2022-08-04
Sunshine Coast Regional,41644,2022-08-04
Tablelands Regional,4325,2022-08-04
Toowoomba Regional,17599,2022-08-04
Torres Shire,1307,2022-08-04
Torres Strait Island Regional,974,2022-08-04
Townsville City,28434,2022-08-04
Weipa Town,1413,2022-08-04
Western Downs Regional,1623,2022-08-04
Whitsunday Regional,3153,2022-08-04
Winton Shire,44,2022-08-04
Woorabinda Aboriginal Shire,328,2022-08-04
Wujal Wujal Aboriginal Shire,104,2022-08-04
Yarrabah Aboriginal Shire,926,2022-08-04
Total cases,1534738,2022-08-04
