Local Government Area,Total cases,Date
Aurukun Shire,136,2022-08-30
Balonne Shire,450,2022-08-30
Banana Shire,805,2022-08-30
Barcaldine Regional,161,2022-08-30
Barcoo Shire,4,2022-08-30
Blackall Tambo Regional,83,2022-08-30
Boulia Shire,13,2022-08-30
Brisbane City,167493,2022-08-30
Bulloo Shire,12,2022-08-30
Bundaberg Regional,10296,2022-08-30
Burdekin Shire,1463,2022-08-30
Burke Shire,27,2022-08-30
Cairns Regional,48411,2022-08-30
Carpentaria Shire,169,2022-08-30
Cassowary Coast Regional,5632,2022-08-30
Central Highlands Regional,2165,2022-08-30
Charters Towers Regional,1183,2022-08-30
Cherbourg Aboriginal Shire,352,2022-08-30
Cloncurry Shire,183,2022-08-30
Cook Shire,1143,2022-08-30
Croydon Shire,23,2022-08-30
Diamantina Shire,32,2022-08-30
Doomadgee Aboriginal Shire,174,2022-08-30
Douglas Shire,2997,2022-08-30
Etheridge Shire,66,2022-08-30
Flinders Shire,179,2022-08-30
Fraser Coast Regional,12255,2022-08-30
Gladstone Regional,4801,2022-08-30
Gold Coast City,91992,2022-08-30
Goondiwindi Regional,787,2022-08-30
Gympie Regional,4123,2022-08-30
Hinchinbrook Shire,612,2022-08-30
Hope Vale Aboriginal Shire,338,2022-08-30
Interstate/Other,20844,2022-08-30
Ipswich City,33130,2022-08-30
Isaac Regional,1085,2022-08-30
Kowanyama Aboriginal Shire,194,2022-08-30
Livingstone Shire,2982,2022-08-30
Lockhart River Aboriginal Shire,153,2022-08-30
Lockyer Valley Regional,3250,2022-08-30
Logan City,43318,2022-08-30
Longreach Regional,152,2022-08-30
Mackay Regional,13259,2022-08-30
Mapoon Aboriginal Shire,81,2022-08-30
Maranoa Regional,1184,2022-08-30
Mareeba Shire,5367,2022-08-30
McKinlay Shire,21,2022-08-30
Moreton Bay Regional,60825,2022-08-30
Mornington Shire,134,2022-08-30
Mount Isa City,2034,2022-08-30
Murweh Shire,347,2022-08-30
Napranum Aboriginal Shire,274,2022-08-30
Noosa Shire,6554,2022-08-30
North Burnett Regional,697,2022-08-30
Northern Peninsula Area Regional,772,2022-08-30
Not Supplied,904603,2022-08-30
Palm Island Aboriginal Shire,762,2022-08-30
Paroo Shire,92,2022-08-30
Pormpuraaw Aboriginal Shire,227,2022-08-30
Quilpie Shire,45,2022-08-30
Redland City,18491,2022-08-30
Richmond Shire,52,2022-08-30
Rockhampton Regional,6956,2022-08-30
Scenic Rim Regional,3153,2022-08-30
Somerset Regional,1969,2022-08-30
South Burnett Regional,1714,2022-08-30
Southern Downs Regional,3170,2022-08-30
Sunshine Coast Regional,42987,2022-08-30
Tablelands Regional,4691,2022-08-30
Toowoomba Regional,18387,2022-08-30
Torres Shire,1354,2022-08-30
Torres Strait Island Regional,1037,2022-08-30
Townsville City,28805,2022-08-30
Weipa Town,1490,2022-08-30
Western Downs Regional,1721,2022-08-30
Whitsunday Regional,3202,2022-08-30
Winton Shire,46,2022-08-30
Woorabinda Aboriginal Shire,330,2022-08-30
Wujal Wujal Aboriginal Shire,109,2022-08-30
Yarrabah Aboriginal Shire,1066,2022-08-30
Total cases,1601676,2022-08-30
