Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-09
Balonne Shire,266,2022-06-09
Banana Shire,583,2022-06-09
Barcaldine Regional,60,2022-06-09
Barcoo Shire,3,2022-06-09
Blackall Tambo Regional,45,2022-06-09
Boulia Shire,11,2022-06-09
Brisbane City,128648,2022-06-09
Bulloo Shire,8,2022-06-09
Bundaberg Regional,6453,2022-06-09
Burdekin Shire,1116,2022-06-09
Burke Shire,7,2022-06-09
Cairns Regional,39179,2022-06-09
Carpentaria Shire,150,2022-06-09
Cassowary Coast Regional,4253,2022-06-09
Central Highlands Regional,1651,2022-06-09
Charters Towers Regional,264,2022-06-09
Cherbourg Aboriginal Shire,297,2022-06-09
Cloncurry Shire,128,2022-06-09
Cook Shire,889,2022-06-09
Croydon Shire,11,2022-06-09
Diamantina Shire,20,2022-06-09
Doomadgee Aboriginal Shire,155,2022-06-09
Douglas Shire,2482,2022-06-09
Etheridge Shire,50,2022-06-09
Flinders Shire,96,2022-06-09
Fraser Coast Regional,8839,2022-06-09
Gladstone Regional,3144,2022-06-09
Gold Coast City,72603,2022-06-09
Goondiwindi Regional,523,2022-06-09
Gympie Regional,3094,2022-06-09
Hinchinbrook Shire,425,2022-06-09
Hope Vale Aboriginal Shire,256,2022-06-09
Interstate/Other,14995,2022-06-09
Ipswich City,27313,2022-06-09
Isaac Regional,877,2022-06-09
Kowanyama Aboriginal Shire,156,2022-06-09
Livingstone Shire,2322,2022-06-09
Lockhart River Aboriginal Shire,122,2022-06-09
Lockyer Valley Regional,2545,2022-06-09
Logan City,35157,2022-06-09
Longreach Regional,74,2022-06-09
Mackay Regional,10334,2022-06-09
Mapoon Aboriginal Shire,62,2022-06-09
Maranoa Regional,775,2022-06-09
Mareeba Shire,4001,2022-06-09
McKinlay Shire,8,2022-06-09
Moreton Bay Regional,45417,2022-06-09
Mornington Shire,126,2022-06-09
Mount Isa City,700,2022-06-09
Murweh Shire,175,2022-06-09
Napranum Aboriginal Shire,249,2022-06-09
Noosa Shire,4923,2022-06-09
North Burnett Regional,435,2022-06-09
Northern Peninsula Area Regional,645,2022-06-09
Not Supplied,676788,2022-06-09
Palm Island Aboriginal Shire,660,2022-06-09
Paroo Shire,64,2022-06-09
Pormpuraaw Aboriginal Shire,193,2022-06-09
Quilpie Shire,23,2022-06-09
Redland City,14430,2022-06-09
Richmond Shire,33,2022-06-09
Rockhampton Regional,5681,2022-06-09
Scenic Rim Regional,2274,2022-06-09
Somerset Regional,1514,2022-06-09
South Burnett Regional,1168,2022-06-09
Southern Downs Regional,2011,2022-06-09
Sunshine Coast Regional,33256,2022-06-09
Tablelands Regional,3418,2022-06-09
Toowoomba Regional,9548,2022-06-09
Torres Shire,1185,2022-06-09
Torres Strait Island Regional,910,2022-06-09
Townsville City,21989,2022-06-09
Weipa Town,1181,2022-06-09
Western Downs Regional,1209,2022-06-09
Whitsunday Regional,2439,2022-06-09
Winton Shire,22,2022-06-09
Woorabinda Aboriginal Shire,87,2022-06-09
Wujal Wujal Aboriginal Shire,91,2022-06-09
Yarrabah Aboriginal Shire,785,2022-06-09
Total cases,1208173,2022-06-09
