Local Government Area,Total cases,Date
Aurukun Shire,97,2022-06-30
Balonne Shire,290,2022-06-30
Banana Shire,603,2022-06-30
Barcaldine Regional,78,2022-06-30
Barcoo Shire,3,2022-06-30
Blackall Tambo Regional,49,2022-06-30
Boulia Shire,11,2022-06-30
Brisbane City,132552,2022-06-30
Bulloo Shire,8,2022-06-30
Bundaberg Regional,6856,2022-06-30
Burdekin Shire,1174,2022-06-30
Burke Shire,7,2022-06-30
Cairns Regional,40522,2022-06-30
Carpentaria Shire,155,2022-06-30
Cassowary Coast Regional,4456,2022-06-30
Central Highlands Regional,1735,2022-06-30
Charters Towers Regional,274,2022-06-30
Cherbourg Aboriginal Shire,312,2022-06-30
Cloncurry Shire,132,2022-06-30
Cook Shire,916,2022-06-30
Croydon Shire,15,2022-06-30
Diamantina Shire,20,2022-06-30
Doomadgee Aboriginal Shire,158,2022-06-30
Douglas Shire,2566,2022-06-30
Etheridge Shire,53,2022-06-30
Flinders Shire,140,2022-06-30
Fraser Coast Regional,9861,2022-06-30
Gladstone Regional,3241,2022-06-30
Gold Coast City,74227,2022-06-30
Goondiwindi Regional,562,2022-06-30
Gympie Regional,3235,2022-06-30
Hinchinbrook Shire,436,2022-06-30
Hope Vale Aboriginal Shire,265,2022-06-30
Interstate/Other,69533,2022-06-30
Ipswich City,28093,2022-06-30
Isaac Regional,889,2022-06-30
Kowanyama Aboriginal Shire,159,2022-06-30
Livingstone Shire,2376,2022-06-30
Lockhart River Aboriginal Shire,127,2022-06-30
Lockyer Valley Regional,2658,2022-06-30
Logan City,36017,2022-06-30
Longreach Regional,80,2022-06-30
Mackay Regional,10613,2022-06-30
Mapoon Aboriginal Shire,62,2022-06-30
Maranoa Regional,845,2022-06-30
Mareeba Shire,4262,2022-06-30
McKinlay Shire,10,2022-06-30
Moreton Bay Regional,46998,2022-06-30
Mornington Shire,128,2022-06-30
Mount Isa City,725,2022-06-30
Murweh Shire,186,2022-06-30
Napranum Aboriginal Shire,252,2022-06-30
Noosa Shire,5082,2022-06-30
North Burnett Regional,448,2022-06-30
Northern Peninsula Area Regional,652,2022-06-30
Not Supplied,682848,2022-06-30
Palm Island Aboriginal Shire,666,2022-06-30
Paroo Shire,67,2022-06-30
Pormpuraaw Aboriginal Shire,194,2022-06-30
Quilpie Shire,26,2022-06-30
Redland City,14917,2022-06-30
Richmond Shire,33,2022-06-30
Rockhampton Regional,5828,2022-06-30
Scenic Rim Regional,2392,2022-06-30
Somerset Regional,1593,2022-06-30
South Burnett Regional,1240,2022-06-30
Southern Downs Regional,2190,2022-06-30
Sunshine Coast Regional,34182,2022-06-30
Tablelands Regional,3634,2022-06-30
Toowoomba Regional,10644,2022-06-30
Torres Shire,1192,2022-06-30
Torres Strait Island Regional,912,2022-06-30
Townsville City,23429,2022-06-30
Weipa Town,1213,2022-06-30
Western Downs Regional,1280,2022-06-30
Whitsunday Regional,2494,2022-06-30
Winton Shire,24,2022-06-30
Woorabinda Aboriginal Shire,301,2022-06-30
Wujal Wujal Aboriginal Shire,92,2022-06-30
Yarrabah Aboriginal Shire,817,2022-06-30
Total cases,1287412,2022-06-30
