Local Government Area,Total cases,Date
Aurukun Shire,97,2022-06-26
Balonne Shire,283,2022-06-26
Banana Shire,595,2022-06-26
Barcaldine Regional,76,2022-06-26
Barcoo Shire,3,2022-06-26
Blackall Tambo Regional,46,2022-06-26
Boulia Shire,11,2022-06-26
Brisbane City,131820,2022-06-26
Bulloo Shire,8,2022-06-26
Bundaberg Regional,6798,2022-06-26
Burdekin Shire,1173,2022-06-26
Burke Shire,7,2022-06-26
Cairns Regional,40263,2022-06-26
Carpentaria Shire,155,2022-06-26
Cassowary Coast Regional,4412,2022-06-26
Central Highlands Regional,1719,2022-06-26
Charters Towers Regional,270,2022-06-26
Cherbourg Aboriginal Shire,304,2022-06-26
Cloncurry Shire,130,2022-06-26
Cook Shire,907,2022-06-26
Croydon Shire,15,2022-06-26
Diamantina Shire,20,2022-06-26
Doomadgee Aboriginal Shire,158,2022-06-26
Douglas Shire,2547,2022-06-26
Etheridge Shire,51,2022-06-26
Flinders Shire,125,2022-06-26
Fraser Coast Regional,9746,2022-06-26
Gladstone Regional,3220,2022-06-26
Gold Coast City,73860,2022-06-26
Goondiwindi Regional,550,2022-06-26
Gympie Regional,3211,2022-06-26
Hinchinbrook Shire,436,2022-06-26
Hope Vale Aboriginal Shire,263,2022-06-26
Interstate/Other,15488,2022-06-26
Ipswich City,27964,2022-06-26
Isaac Regional,887,2022-06-26
Kowanyama Aboriginal Shire,158,2022-06-26
Livingstone Shire,2362,2022-06-26
Lockhart River Aboriginal Shire,126,2022-06-26
Lockyer Valley Regional,2632,2022-06-26
Logan City,35827,2022-06-26
Longreach Regional,80,2022-06-26
Mackay Regional,10557,2022-06-26
Mapoon Aboriginal Shire,62,2022-06-26
Maranoa Regional,828,2022-06-26
Mareeba Shire,4207,2022-06-26
McKinlay Shire,9,2022-06-26
Moreton Bay Regional,46722,2022-06-26
Mornington Shire,127,2022-06-26
Mount Isa City,713,2022-06-26
Murweh Shire,184,2022-06-26
Napranum Aboriginal Shire,252,2022-06-26
Noosa Shire,5051,2022-06-26
North Burnett Regional,447,2022-06-26
Northern Peninsula Area Regional,651,2022-06-26
Not Supplied,727364,2022-06-26
Palm Island Aboriginal Shire,665,2022-06-26
Paroo Shire,67,2022-06-26
Pormpuraaw Aboriginal Shire,193,2022-06-26
Quilpie Shire,25,2022-06-26
Redland City,14820,2022-06-26
Richmond Shire,33,2022-06-26
Rockhampton Regional,5802,2022-06-26
Scenic Rim Regional,2369,2022-06-26
Somerset Regional,1581,2022-06-26
South Burnett Regional,1235,2022-06-26
Southern Downs Regional,2156,2022-06-26
Sunshine Coast Regional,34027,2022-06-26
Tablelands Regional,3588,2022-06-26
Toowoomba Regional,10434,2022-06-26
Torres Shire,1186,2022-06-26
Torres Strait Island Regional,912,2022-06-26
Townsville City,23189,2022-06-26
Weipa Town,1200,2022-06-26
Western Downs Regional,1270,2022-06-26
Whitsunday Regional,2483,2022-06-26
Winton Shire,23,2022-06-26
Woorabinda Aboriginal Shire,288,2022-06-26
Wujal Wujal Aboriginal Shire,92,2022-06-26
Yarrabah Aboriginal Shire,811,2022-06-26
Total cases,1274426,2022-06-26
