Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-14
Balonne Shire,442,2022-08-14
Banana Shire,796,2022-08-14
Barcaldine Regional,157,2022-08-14
Barcoo Shire,4,2022-08-14
Blackall Tambo Regional,82,2022-08-14
Boulia Shire,13,2022-08-14
Brisbane City,165355,2022-08-14
Bulloo Shire,12,2022-08-14
Bundaberg Regional,10099,2022-08-14
Burdekin Shire,1455,2022-08-14
Burke Shire,27,2022-08-14
Cairns Regional,46664,2022-08-14
Carpentaria Shire,169,2022-08-14
Cassowary Coast Regional,5401,2022-08-14
Central Highlands Regional,2138,2022-08-14
Charters Towers Regional,1171,2022-08-14
Cherbourg Aboriginal Shire,349,2022-08-14
Cloncurry Shire,181,2022-08-14
Cook Shire,1130,2022-08-14
Croydon Shire,21,2022-08-14
Diamantina Shire,31,2022-08-14
Doomadgee Aboriginal Shire,174,2022-08-14
Douglas Shire,2915,2022-08-14
Etheridge Shire,63,2022-08-14
Flinders Shire,179,2022-08-14
Fraser Coast Regional,11962,2022-08-14
Gladstone Regional,4772,2022-08-14
Gold Coast City,90917,2022-08-14
Goondiwindi Regional,764,2022-08-14
Gympie Regional,4077,2022-08-14
Hinchinbrook Shire,608,2022-08-14
Hope Vale Aboriginal Shire,328,2022-08-14
Interstate/Other,20574,2022-08-14
Ipswich City,32729,2022-08-14
Isaac Regional,1074,2022-08-14
Kowanyama Aboriginal Shire,192,2022-08-14
Livingstone Shire,2960,2022-08-14
Lockhart River Aboriginal Shire,145,2022-08-14
Lockyer Valley Regional,3168,2022-08-14
Logan City,42858,2022-08-14
Longreach Regional,150,2022-08-14
Mackay Regional,13130,2022-08-14
Mapoon Aboriginal Shire,81,2022-08-14
Maranoa Regional,1158,2022-08-14
Mareeba Shire,5108,2022-08-14
McKinlay Shire,20,2022-08-14
Moreton Bay Regional,59794,2022-08-14
Mornington Shire,132,2022-08-14
Mount Isa City,1973,2022-08-14
Murweh Shire,339,2022-08-14
Napranum Aboriginal Shire,272,2022-08-14
Noosa Shire,6474,2022-08-14
North Burnett Regional,668,2022-08-14
Northern Peninsula Area Regional,770,2022-08-14
Not Supplied,885826,2022-08-14
Palm Island Aboriginal Shire,760,2022-08-14
Paroo Shire,92,2022-08-14
Pormpuraaw Aboriginal Shire,223,2022-08-14
Quilpie Shire,43,2022-08-14
Redland City,18290,2022-08-14
Richmond Shire,53,2022-08-14
Rockhampton Regional,6904,2022-08-14
Scenic Rim Regional,3101,2022-08-14
Somerset Regional,1943,2022-08-14
South Burnett Regional,1670,2022-08-14
Southern Downs Regional,3093,2022-08-14
Sunshine Coast Regional,42545,2022-08-14
Tablelands Regional,4487,2022-08-14
Toowoomba Regional,18094,2022-08-14
Torres Shire,1325,2022-08-14
Torres Strait Island Regional,1007,2022-08-14
Townsville City,28646,2022-08-14
Weipa Town,1459,2022-08-14
Western Downs Regional,1679,2022-08-14
Whitsunday Regional,3184,2022-08-14
Winton Shire,45,2022-08-14
Woorabinda Aboriginal Shire,330,2022-08-14
Wujal Wujal Aboriginal Shire,107,2022-08-14
Yarrabah Aboriginal Shire,987,2022-08-14
Total cases,1572252,2022-08-14
