Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-21
Balonne Shire,447,2022-08-21
Banana Shire,803,2022-08-21
Barcaldine Regional,158,2022-08-21
Barcoo Shire,4,2022-08-21
Blackall Tambo Regional,83,2022-08-21
Boulia Shire,13,2022-08-21
Brisbane City,166551,2022-08-21
Bulloo Shire,12,2022-08-21
Bundaberg Regional,10212,2022-08-21
Burdekin Shire,1457,2022-08-21
Burke Shire,27,2022-08-21
Cairns Regional,47739,2022-08-21
Carpentaria Shire,171,2022-08-21
Cassowary Coast Regional,5550,2022-08-21
Central Highlands Regional,2153,2022-08-21
Charters Towers Regional,1178,2022-08-21
Cherbourg Aboriginal Shire,352,2022-08-21
Cloncurry Shire,181,2022-08-21
Cook Shire,1137,2022-08-21
Croydon Shire,21,2022-08-21
Diamantina Shire,31,2022-08-21
Doomadgee Aboriginal Shire,174,2022-08-21
Douglas Shire,2961,2022-08-21
Etheridge Shire,65,2022-08-21
Flinders Shire,179,2022-08-21
Fraser Coast Regional,12057,2022-08-21
Gladstone Regional,4786,2022-08-21
Gold Coast City,91511,2022-08-21
Goondiwindi Regional,776,2022-08-21
Gympie Regional,4096,2022-08-21
Hinchinbrook Shire,610,2022-08-21
Hope Vale Aboriginal Shire,334,2022-08-21
Interstate/Other,20718,2022-08-21
Ipswich City,32955,2022-08-21
Isaac Regional,1079,2022-08-21
Kowanyama Aboriginal Shire,193,2022-08-21
Livingstone Shire,2971,2022-08-21
Lockhart River Aboriginal Shire,152,2022-08-21
Lockyer Valley Regional,3209,2022-08-21
Logan City,43114,2022-08-21
Longreach Regional,152,2022-08-21
Mackay Regional,13210,2022-08-21
Mapoon Aboriginal Shire,80,2022-08-21
Maranoa Regional,1164,2022-08-21
Mareeba Shire,5262,2022-08-21
McKinlay Shire,20,2022-08-21
Moreton Bay Regional,60374,2022-08-21
Mornington Shire,132,2022-08-21
Mount Isa City,1991,2022-08-21
Murweh Shire,343,2022-08-21
Napranum Aboriginal Shire,272,2022-08-21
Noosa Shire,6517,2022-08-21
North Burnett Regional,676,2022-08-21
Northern Peninsula Area Regional,770,2022-08-21
Not Supplied,898530,2022-08-21
Palm Island Aboriginal Shire,762,2022-08-21
Paroo Shire,92,2022-08-21
Pormpuraaw Aboriginal Shire,224,2022-08-21
Quilpie Shire,45,2022-08-21
Redland City,18386,2022-08-21
Richmond Shire,52,2022-08-21
Rockhampton Regional,6926,2022-08-21
Scenic Rim Regional,3129,2022-08-21
Somerset Regional,1955,2022-08-21
South Burnett Regional,1695,2022-08-21
Southern Downs Regional,3136,2022-08-21
Sunshine Coast Regional,42778,2022-08-21
Tablelands Regional,4622,2022-08-21
Toowoomba Regional,18232,2022-08-21
Torres Shire,1346,2022-08-21
Torres Strait Island Regional,1025,2022-08-21
Townsville City,28735,2022-08-21
Weipa Town,1474,2022-08-21
Western Downs Regional,1708,2022-08-21
Whitsunday Regional,3192,2022-08-21
Winton Shire,46,2022-08-21
Woorabinda Aboriginal Shire,329,2022-08-21
Wujal Wujal Aboriginal Shire,107,2022-08-21
Yarrabah Aboriginal Shire,1032,2022-08-21
Total cases,1590875,2022-08-21
